date,experiment,library,antibody,concentration,sort_bin,selection,sample,experiment_type,number_cells,frac_escape,R1
220210,beta_30,lib1,homotypic_6885,5000,abneg,escape,beta_30-homotypic_6885-5000-abneg,ab_selection,901855,0.111,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_30_lib1_abneg*R1*.fastq.gz
220210,beta_30,lib2,homotypic_6885,5000,abneg,escape,beta_30-homotypic_6885-5000-abneg,ab_selection,729795,0.09,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_30_lib2_abneg*R1*.fastq.gz
220210,beta_31,lib1,NHP_mosaic_MA292,1000,abneg,escape,beta_31-NHP_mosaic_MA292-1000-abneg,ab_selection,1076671,0.094,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_31_lib1_abneg*R1*.fastq.gz
220210,beta_31,lib2,NHP_mosaic_MA292,1000,abneg,escape,beta_31-NHP_mosaic_MA292-1000-abneg,ab_selection,804993,0.087,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_31_lib2_abneg*R1*.fastq.gz
220210,beta_32,lib1,NHP_mosaic_AO2,1000,abneg,escape,beta_32-NHP_mosaic_AO2-1000-abneg,ab_selection,873108,0.088,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_32_lib1_abneg*R1*.fastq.gz
220210,beta_32,lib2,NHP_mosaic_AO2,1000,abneg,escape,beta_32-NHP_mosaic_AO2-1000-abneg,ab_selection,721759,0.086,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_32_lib2_abneg*R1*.fastq.gz
220210,beta_33,lib1,NHP_mosaic_0Z5,1000,abneg,escape,beta_33-NHP_mosaic_0Z5-1000-abneg,ab_selection,809798,0.092,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_33_lib1_abneg*R1*.fastq.gz
220210,beta_33,lib2,NHP_mosaic_0Z5,1000,abneg,escape,beta_33-NHP_mosaic_0Z5-1000-abneg,ab_selection,803102,0.083,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_33_lib2_abneg*R1*.fastq.gz
220210,beta_34,lib1,NHP_mosaic_AT5,1000,abneg,escape,beta_34-NHP_mosaic_AT5-1000-abneg,ab_selection,821781,0.085,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_34_lib1_abneg*R1*.fastq.gz
220210,beta_34,lib2,NHP_mosaic_AT5,1000,abneg,escape,beta_34-NHP_mosaic_AT5-1000-abneg,ab_selection,853365,0.096,/shared/ngs/illumina/agreaney/220218_VH00699_65_AAAW23WM5/Unaligned/Project_agreaney/beta_34_lib2_abneg*R1*.fastq.gz
